DT_NOTIFIC;SG_UF_NOT;ID_MUNICIP;BRANCA;PRETA;AMARELA;PARDA;INDIGENA;IGNORADO_RACA;MASCULINO;IGNORADO_SEXO;FEMININO;1TRIMESTRE;2TRIMESTRE;3TRIMESTRE;IDADE_GESTANTE_IGNORADA;NAO;NAO_APLICA;IGNORADO_GESTANTE;LABORATORIAL;CLINICO_EPIDEMIOLOGICO;CLINICO;IGNORADO
07/2013;MG;SANTA LUZIA;1;1;0;0;0;1;2;0;1;0;0;0;0;2;1;0;0;2;1;0
07/2018;MG;SANTA LUZIA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
08/2009;MG;SANTA LUZIA;0;1;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;2;0;0
08/2013;MG;SANTA LUZIA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
09/2009;MG;SANTA LUZIA;6;2;0;2;0;2;5;0;7;0;0;0;0;4;8;0;1;11;0;0
09/2013;MG;SANTA LUZIA;1;1;0;0;0;1;3;0;0;1;0;0;0;2;0;0;0;3;0;0
09/2018;MG;SANTA LUZIA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
10/2009;MG;SANTA LUZIA;7;2;0;6;0;2;5;0;12;0;0;0;0;3;14;0;0;17;0;0
08/2009;MG;SANTA RITA DE JACUTINGA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
06/2017;MG;SANTA RITA DO SAPUCAI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2018;MG;SANTA RITA DO SAPUCAI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
07/2012;MG;SANTA RITA DO SAPUCAI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2018;MG;SANTA RITA DO SAPUCAI;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2013;MG;SANTA RITA DO SAPUCAI;2;0;0;1;0;0;2;0;1;0;0;0;0;1;1;1;3;0;0;0
09/2009;MG;SANTA RITA DO SAPUCAI;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;2
04/2019;MG;SANTA VITORIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
06/2012;MG;SANTA VITORIA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;SANTANA DE CATAGUASES;1;0;0;1;0;0;0;0;2;0;0;0;0;0;2;0;1;0;0;1
08/2009;MG;SANTANA DE PIRAPAMA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
09/2009;MG;SANTANA DO GARAMBEU;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2017;MG;SANTO ANTONIO DO AMPARO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2013;MG;SANTO ANTONIO DO AMPARO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2018;MG;SANTO ANTONIO DO AMPARO;0;2;0;1;0;0;0;0;3;0;0;0;0;0;3;0;1;2;0;0
08/2013;MG;SANTO ANTONIO DO AMPARO;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;SANTO ANTONIO DO AMPARO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
01/2010;MG;SANTO ANTONIO DO MONTE;3;0;0;0;0;0;2;0;1;0;0;1;0;0;1;1;0;0;0;3
02/2010;MG;SANTO ANTONIO DO MONTE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
03/2010;MG;SANTO ANTONIO DO MONTE;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1
05/2011;MG;SANTO ANTONIO DO MONTE;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
05/2018;MG;SANTO ANTONIO DO MONTE;3;0;0;2;0;0;4;0;1;0;0;0;0;2;3;0;1;0;4;0
06/2018;MG;SANTO ANTONIO DO MONTE;0;1;0;1;0;0;0;0;2;0;0;0;0;0;2;0;0;1;1;0
08/2009;MG;SANTO ANTONIO DO MONTE;1;0;0;0;0;1;2;0;0;0;0;1;0;1;0;0;1;0;0;1
08/2012;MG;SANTO ANTONIO DO MONTE;2;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
09/2009;MG;SANTO ANTONIO DO MONTE;2;1;0;1;0;0;2;0;2;0;0;0;0;2;2;0;3;0;0;1
12/2009;MG;SANTO ANTONIO DO MONTE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
07/2013;MG;SANTOS DUMONT;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;SANTOS DUMONT;6;0;0;0;0;0;2;0;4;0;0;0;0;2;4;0;0;0;0;6
09/2012;MG;SANTOS DUMONT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
11/2017;MG;SANTOS DUMONT;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2018;MG;SAO DOMINGOS DO PRATA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2009;MG;SAO DOMINGOS DO PRATA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
09/2009;MG;SAO FRANCISCO DE SALES;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2009;MG;SAO GONCALO DO RIO ABAIXO;3;0;0;3;0;0;4;0;2;0;0;1;0;2;3;0;0;1;0;5
09/2009;MG;SAO GONCALO DO RIO ABAIXO;2;0;0;5;0;1;4;0;4;1;0;0;0;2;5;0;0;0;0;8
10/2009;MG;SAO GONCALO DO RIO ABAIXO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
07/2012;MG;SAO GONCALO DO SAPUCAI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
01/2014;MG;SAO JOAO DEL REI;0;0;0;1;0;1;0;0;2;0;0;0;0;0;2;0;2;0;0;0
07/2018;MG;SAO JOAO DEL REI;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2009;MG;SAO JOAO DEL REI;10;1;1;1;0;1;4;0;10;0;0;0;0;2;12;0;6;0;0;8
09/2009;MG;SAO JOAO DEL REI;7;4;0;0;0;0;4;0;7;0;0;0;0;3;8;0;4;0;0;7
09/2013;MG;SAO JOAO DEL REI;1;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
09/2018;MG;SAO JOAO DEL REI;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;SAO JOAO DO MANHUACU;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
08/2009;MG;SAO JOAO DO PARAISO;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;SAO JOAO NEPOMUCENO;13;7;0;6;0;3;21;0;8;0;2;0;0;15;11;1;3;0;0;26
09/2009;MG;SAO JOAO NEPOMUCENO;5;1;0;0;0;0;2;0;4;0;0;0;0;2;4;0;0;0;0;6
05/2010;MG;SAO LOURENCO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2014;MG;SAO LOURENCO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2017;MG;SAO LOURENCO;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
06/2010;MG;SAO LOURENCO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2010;MG;SAO LOURENCO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2011;MG;SAO LOURENCO;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
07/2012;MG;SAO LOURENCO;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
08/2009;MG;SAO LOURENCO;10;0;0;0;0;0;4;0;6;0;1;1;0;1;7;0;2;0;0;8
08/2010;MG;SAO LOURENCO;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
08/2018;MG;SAO LOURENCO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;SAO LOURENCO;1;1;0;0;0;0;2;0;0;0;0;1;0;1;0;0;1;0;0;1
09/2012;MG;SAO LOURENCO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
11/2009;MG;SAO LOURENCO;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1
11/2014;MG;SAO LOURENCO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;SAO SEBASTIAO DA BELA VISTA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
04/2014;MG;SAO SEBASTIAO DO PARAISO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2017;MG;SAO SEBASTIAO DO PARAISO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2018;MG;SAO SEBASTIAO DO PARAISO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2013;MG;SAO SEBASTIAO DO PARAISO;1;0;0;1;0;1;1;0;2;0;0;0;0;0;3;0;3;0;0;0
06/2018;MG;SAO SEBASTIAO DO PARAISO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2009;MG;SAO SEBASTIAO DO PARAISO;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
07/2012;MG;SAO SEBASTIAO DO PARAISO;1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;2;0;0;0
07/2013;MG;SAO SEBASTIAO DO PARAISO;1;1;0;0;0;0;2;0;0;0;0;0;0;1;1;0;2;0;0;0
07/2017;MG;SAO SEBASTIAO DO PARAISO;2;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;2;0;0;0
07/2018;MG;SAO SEBASTIAO DO PARAISO;1;0;0;1;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
08/2009;MG;SAO SEBASTIAO DO PARAISO;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2018;MG;SAO SEBASTIAO DO PARAISO;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;SAO SEBASTIAO DO PARAISO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2018;MG;SAO SEBASTIAO DO PARAISO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2009;MG;SAO SEBASTIAO DO PARAISO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2014;MG;SAO TOMAS DE AQUINO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;SARZEDO;1;1;0;4;0;1;5;0;2;0;0;0;0;2;3;2;0;6;0;1
08/2010;MG;SARZEDO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
08/2009;MG;SENHORA DO PORTO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
03/2017;MG;SERRO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2017;MG;SERRO;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2018;MG;SERRO;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
07/2018;MG;SERRO;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
08/2018;MG;SERRO;1;0;1;1;0;0;1;0;2;0;0;0;0;1;2;0;0;0;1;2
09/2018;MG;SERRO;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
10/2012;MG;SERRO;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
11/2017;MG;SERRO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
02/2010;MG;SETE LAGOAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2010;MG;SETE LAGOAS;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1
04/2010;MG;SETE LAGOAS;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1
04/2011;MG;SETE LAGOAS;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
05/2010;MG;SETE LAGOAS;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
05/2013;MG;SETE LAGOAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2017;MG;SETE LAGOAS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2018;MG;SETE LAGOAS;1;0;0;2;0;0;2;0;1;0;1;0;0;0;2;0;2;0;1;0
06/2009;MG;SETE LAGOAS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
06/2013;MG;SETE LAGOAS;0;0;0;2;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0
06/2014;MG;SETE LAGOAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2009;MG;SETE LAGOAS;1;0;0;1;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
07/2010;MG;SETE LAGOAS;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0
07/2012;MG;SETE LAGOAS;0;0;0;2;0;0;2;0;0;0;0;0;0;1;1;0;2;0;0;0
07/2013;MG;SETE LAGOAS;2;0;0;3;0;0;3;0;2;0;0;0;0;0;4;1;5;0;0;0
07/2017;MG;SETE LAGOAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;SETE LAGOAS;11;3;2;21;0;12;29;0;20;1;3;2;2;15;25;1;6;0;0;43
08/2010;MG;SETE LAGOAS;1;0;0;0;0;1;2;0;0;0;0;0;1;0;1;0;2;0;0;0
08/2013;MG;SETE LAGOAS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;SETE LAGOAS;18;5;1;19;0;46;53;0;36;4;2;6;4;15;53;5;6;0;0;83
09/2011;MG;SETE LAGOAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2012;MG;SETE LAGOAS;0;2;0;1;0;0;3;0;0;0;0;0;0;2;1;0;3;0;0;0
10/2009;MG;SETE LAGOAS;9;2;0;3;0;0;10;0;4;2;2;2;0;1;7;0;0;0;0;14
12/2009;MG;SETE LAGOAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
12/2013;MG;SETE LAGOAS;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
04/2018;MG;TAIOBEIRAS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2018;MG;TAIOBEIRAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;TAIOBEIRAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
08/2009;MG;TAPIRA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
02/2011;MG;TEOFILO OTONI;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
02/2018;MG;TEOFILO OTONI;0;0;0;2;0;0;0;0;2;0;0;0;0;0;2;0;1;0;1;0
04/2017;MG;TEOFILO OTONI;0;1;0;1;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
05/2014;MG;TEOFILO OTONI;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
05/2017;MG;TEOFILO OTONI;1;0;0;1;2;0;2;0;2;0;0;0;0;1;3;0;3;0;1;0
05/2018;MG;TEOFILO OTONI;3;0;0;3;0;0;3;0;3;0;0;0;0;2;4;0;3;3;0;0
06/2016;MG;TEOFILO OTONI;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2017;MG;TEOFILO OTONI;0;0;0;2;0;0;1;0;1;0;0;0;0;0;2;0;0;1;1;0
06/2018;MG;TEOFILO OTONI;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0
07/2017;MG;TEOFILO OTONI;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;TEOFILO OTONI;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
08/2009;MG;TEOFILO OTONI;2;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;1
08/2013;MG;TEOFILO OTONI;0;0;0;3;0;0;3;0;0;0;1;0;0;1;1;0;3;0;0;0
08/2017;MG;TEOFILO OTONI;1;0;0;2;0;0;3;0;0;0;0;0;0;3;0;0;2;1;0;0
09/2013;MG;TEOFILO OTONI;0;1;0;1;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
09/2017;MG;TEOFILO OTONI;1;0;0;2;1;0;1;0;3;0;0;0;0;1;3;0;2;0;2;0
10/2009;MG;TEOFILO OTONI;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
10/2013;MG;TEOFILO OTONI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
10/2018;MG;TEOFILO OTONI;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
11/2013;MG;TEOFILO OTONI;0;0;0;2;2;0;2;0;2;0;0;0;0;1;3;0;4;0;0;0
11/2017;MG;TEOFILO OTONI;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
12/2009;MG;TEOFILO OTONI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
12/2011;MG;TEOFILO OTONI;0;0;0;2;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;2
12/2017;MG;TEOFILO OTONI;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
01/2012;MG;TIMOTEO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2013;MG;TIMOTEO;0;0;0;2;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
08/2009;MG;TIMOTEO;3;0;0;1;0;0;2;0;2;0;0;1;0;1;2;0;2;0;0;2
07/2009;MG;TOLEDO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
04/2010;MG;TRES CORACOES;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2013;MG;TRES CORACOES;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
04/2015;MG;TRES CORACOES;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
04/2017;MG;TRES CORACOES;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
05/2011;MG;TRES CORACOES;1;1;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
05/2013;MG;TRES CORACOES;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2017;MG;TRES CORACOES;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
06/2015;MG;TRES CORACOES;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2010;MG;TRES CORACOES;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0
07/2012;MG;TRES CORACOES;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;TRES CORACOES;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2015;MG;TRES CORACOES;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;1;0;0
08/2009;MG;TRES CORACOES;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2010;MG;TRES CORACOES;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2018;MG;TRES CORACOES;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
09/2014;MG;TRES CORACOES;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2018;MG;TRES CORACOES;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2009;MG;TRES CORACOES;2;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;2
10/2017;MG;TRES CORACOES;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
11/2009;MG;TRES CORACOES;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
12/2010;MG;TRES CORACOES;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1
09/2009;MG;TRES MARIAS;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;2
02/2013;MG;TRES PONTAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2010;MG;TRES PONTAS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
05/2012;MG;TRES PONTAS;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
05/2013;MG;TRES PONTAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2018;MG;TRES PONTAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2012;MG;TRES PONTAS;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
06/2013;MG;TRES PONTAS;2;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
06/2014;MG;TRES PONTAS;1;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0
06/2015;MG;TRES PONTAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2009;MG;TRES PONTAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2012;MG;TRES PONTAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2014;MG;TRES PONTAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2009;MG;TRES PONTAS;2;0;0;2;0;0;3;0;1;1;0;0;0;1;2;0;2;0;0;2
08/2013;MG;TRES PONTAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2018;MG;TRES PONTAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;TRES PONTAS;10;2;0;4;0;2;13;0;5;0;1;2;0;9;6;0;5;0;0;13
09/2013;MG;TRES PONTAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2013;MG;TRES PONTAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
11/2014;MG;TRES PONTAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
11/2018;MG;TRES PONTAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2014;MG;TUPACIGUARA;2;1;0;0;0;0;2;0;1;0;0;0;0;1;1;1;3;0;0;0
08/2009;MG;TUPACIGUARA;1;0;0;0;0;2;1;0;2;0;0;0;0;0;2;1;0;0;0;3
09/2009;MG;TUPACIGUARA;5;1;0;1;0;0;3;0;4;0;0;0;0;3;4;0;0;0;0;7
10/2018;MG;TUPACIGUARA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2014;MG;TURMALINA;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
01/2018;MG;UBA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
02/2014;MG;UBA;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2014;MG;UBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2017;MG;UBA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
03/2018;MG;UBA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2018;MG;UBA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2015;MG;UBA;1;0;0;0;0;1;2;0;0;0;0;0;0;2;0;0;2;0;0;0
05/2018;MG;UBA;2;1;0;2;0;0;2;0;3;0;0;0;0;1;4;0;5;0;0;0
06/2013;MG;UBA;0;0;0;2;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
06/2014;MG;UBA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;UBA;4;1;0;0;0;0;3;0;2;0;0;0;0;1;4;0;4;0;0;1
07/2018;MG;UBA;0;2;0;0;0;0;2;0;0;0;0;0;0;1;1;0;2;0;0;0
08/2009;MG;UBA;1;0;0;1;0;0;0;0;2;0;0;0;0;0;2;0;0;1;0;1
08/2017;MG;UBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2018;MG;UBA;2;0;0;1;0;0;0;0;3;0;0;0;0;0;3;0;2;0;0;1
09/2009;MG;UBA;4;0;0;0;0;1;1;0;4;0;0;0;0;1;4;0;5;0;0;0
09/2011;MG;UBA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2017;MG;UBA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
10/2013;MG;UBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
11/2017;MG;UBA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
11/2018;MG;UBA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
01/2011;MG;UBERABA;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
01/2018;MG;UBERABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
02/2013;MG;UBERABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2012;MG;UBERABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2014;MG;UBERABA;4;0;0;0;0;0;3;0;1;0;0;1;0;1;1;1;3;0;0;1
03/2017;MG;UBERABA;1;1;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
04/2010;MG;UBERABA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2013;MG;UBERABA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
04/2014;MG;UBERABA;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
04/2015;MG;UBERABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2017;MG;UBERABA;2;1;0;1;0;0;3;0;1;0;0;0;0;3;1;0;2;0;2;0
