DT_NOTIFIC;SG_UF_NOT;ID_MUNICIP;BRANCA;PRETA;AMARELA;PARDA;INDIGENA;IGNORADO_RACA;MASCULINO;IGNORADO_SEXO;FEMININO;1TRIMESTRE;2TRIMESTRE;3TRIMESTRE;IDADE_GESTANTE_IGNORADA;NAO;NAO_APLICA;IGNORADO_GESTANTE;LABORATORIAL;CLINICO_EPIDEMIOLOGICO;CLINICO;IGNORADO
12/2018;MG;CONTAGEM;1;0;0;2;0;0;1;0;2;0;0;0;0;0;3;0;0;0;3;0
08/2009;MG;COQUEIRAL;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
05/2018;MG;COROMANDEL;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2012;MG;COROMANDEL;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2009;MG;COROMANDEL;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
08/2009;MG;COROMANDEL;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
04/2018;MG;CORONEL FABRICIANO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2014;MG;CORONEL FABRICIANO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2013;MG;CORONEL FABRICIANO;0;0;0;3;0;1;2;0;2;0;0;0;0;2;2;0;4;0;0;0
07/2018;MG;CORONEL FABRICIANO;0;0;0;2;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
08/2009;MG;CORONEL FABRICIANO;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2013;MG;CORONEL FABRICIANO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2018;MG;CORONEL FABRICIANO;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
09/2009;MG;CORONEL FABRICIANO;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2012;MG;CORONEL FABRICIANO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
10/2013;MG;CORONEL FABRICIANO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
12/2013;MG;CORONEL FABRICIANO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
02/2015;MG;CRISTINA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2009;MG;CRISTINA;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
07/2009;MG;CRUZILIA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
08/2013;MG;CRUZILIA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2014;MG;CRUZILIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
09/2009;MG;CRUZILIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2010;MG;CRUZILIA;1;1;0;0;0;1;0;0;3;0;0;0;0;0;3;0;2;1;0;0
12/2014;MG;CRUZILIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2013;MG;CURVELO;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
05/2014;MG;CURVELO;1;0;0;2;0;0;0;0;3;0;0;0;0;0;3;0;3;0;0;0
06/2013;MG;CURVELO;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2014;MG;CURVELO;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2017;MG;CURVELO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2018;MG;CURVELO;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2010;MG;CURVELO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2012;MG;CURVELO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;CURVELO;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
07/2017;MG;CURVELO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
07/2018;MG;CURVELO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;CURVELO;4;0;0;1;0;0;5;0;0;1;1;0;0;2;1;0;0;0;0;5
08/2010;MG;CURVELO;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
08/2012;MG;CURVELO;2;0;0;1;0;2;2;0;3;0;0;0;0;0;4;1;4;0;0;1
08/2013;MG;CURVELO;1;0;0;3;0;0;2;0;2;0;0;0;0;2;2;0;4;0;0;0
08/2017;MG;CURVELO;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
08/2018;MG;CURVELO;0;0;0;4;0;0;2;0;2;0;0;0;0;2;2;0;4;0;0;0
09/2009;MG;CURVELO;7;1;0;3;0;6;13;0;4;1;3;1;1;5;6;0;1;0;0;16
09/2013;MG;CURVELO;1;2;0;4;0;0;3;0;4;0;0;0;0;3;4;0;7;0;0;0
10/2009;MG;CURVELO;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;2
10/2013;MG;CURVELO;1;0;0;1;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
10/2017;MG;CURVELO;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
10/2018;MG;CURVELO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
11/2013;MG;CURVELO;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
11/2017;MG;CURVELO;0;0;0;2;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
12/2017;MG;CURVELO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;DELFINOPOLIS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2018;MG;DIAMANTINA;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0
06/2018;MG;DIAMANTINA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
07/2013;MG;DIAMANTINA;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;2;0;0;0
08/2018;MG;DIAMANTINA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
12/2018;MG;DIAMANTINA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
04/2017;MG;DIONISIO;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
01/2014;MG;DIVINOPOLIS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
02/2010;MG;DIVINOPOLIS;1;0;0;2;0;0;3;0;0;0;2;1;0;0;0;0;0;0;0;3
04/2010;MG;DIVINOPOLIS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
05/2013;MG;DIVINOPOLIS;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
05/2014;MG;DIVINOPOLIS;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;2;0;0;0
05/2018;MG;DIVINOPOLIS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
06/2010;MG;DIVINOPOLIS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1
06/2012;MG;DIVINOPOLIS;0;0;0;0;0;2;2;0;0;0;0;0;0;1;1;0;2;0;0;0
06/2013;MG;DIVINOPOLIS;2;1;0;0;0;2;3;0;2;0;0;0;0;3;2;0;5;0;0;0
06/2014;MG;DIVINOPOLIS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2018;MG;DIVINOPOLIS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
07/2009;MG;DIVINOPOLIS;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;0;0;1
07/2012;MG;DIVINOPOLIS;2;0;0;0;0;1;3;0;0;0;0;0;0;0;3;0;2;0;0;1
07/2013;MG;DIVINOPOLIS;2;0;0;0;0;2;2;0;2;0;0;0;0;1;3;0;3;0;1;0
08/2009;MG;DIVINOPOLIS;5;0;0;2;0;0;4;0;3;1;1;0;0;1;4;0;3;1;0;3
08/2012;MG;DIVINOPOLIS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2017;MG;DIVINOPOLIS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
09/2009;MG;DIVINOPOLIS;4;0;1;0;0;1;4;0;2;0;0;0;0;3;2;1;3;2;0;1
10/2009;MG;DIVINOPOLIS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
08/2009;MG;DOM SILVERIO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2013;MG;DORES DO INDAIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
09/2009;MG;DORESOPOLIS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2009;MG;ELOI MENDES;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
08/2009;MG;ENTRE RIOS DE MINAS;9;1;0;6;0;4;9;0;11;1;0;0;0;3;16;0;0;0;0;20
08/2012;MG;ENTRE RIOS DE MINAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;ENTRE RIOS DE MINAS;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;2
07/2012;MG;ESMERALDAS;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0
08/2009;MG;ESMERALDAS;0;0;0;1;0;4;4;0;1;2;0;0;0;1;1;1;1;4;0;0
08/2012;MG;ESMERALDAS;0;0;0;0;0;4;4;0;0;0;0;0;0;4;0;0;0;4;0;0
09/2009;MG;ESTRELA DO INDAIA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2013;MG;EXTREMA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2009;MG;EXTREMA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;EXTREMA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;EXTREMA;6;1;0;0;0;0;3;0;4;0;0;0;0;0;6;1;1;0;0;6
09/2009;MG;FERROS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
01/2017;MG;FORMIGA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
04/2015;MG;FORMIGA;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2013;MG;FORMIGA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0
06/2017;MG;FORMIGA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
06/2018;MG;FORMIGA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;FORMIGA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
08/2009;MG;FORMIGA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2017;MG;FORMIGA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
08/2018;MG;FORMIGA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;FORMIGA;3;0;0;0;0;0;1;0;2;0;0;0;0;0;2;1;1;0;0;2
09/2017;MG;FORMIGA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
11/2017;MG;FORMIGA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
12/2015;MG;FORMIGA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
10/2009;MG;FRONTEIRA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
05/2013;MG;FRUTAL;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2012;MG;FRUTAL;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
06/2013;MG;FRUTAL;1;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;1
06/2014;MG;FRUTAL;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2012;MG;FRUTAL;4;0;0;0;0;0;2;0;2;0;1;0;0;1;2;0;2;0;0;2
07/2013;MG;FRUTAL;0;1;0;0;1;2;3;0;1;0;0;0;0;3;1;0;3;0;1;0
07/2014;MG;FRUTAL;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;FRUTAL;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
08/2009;MG;FRUTAL;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
08/2012;MG;FRUTAL;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;2
08/2013;MG;FRUTAL;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2014;MG;FRUTAL;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2017;MG;FRUTAL;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2013;MG;FRUTAL;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2009;MG;FRUTAL;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2017;MG;FRUTAL;0;0;0;2;0;0;2;0;0;0;1;0;0;1;0;0;2;0;0;0
09/2009;MG;GONCALVES;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;2
06/2009;MG;GOUVEIA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2015;MG;GOVERNADOR VALADARES;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2017;MG;GOVERNADOR VALADARES;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
04/2018;MG;GOVERNADOR VALADARES;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
05/2017;MG;GOVERNADOR VALADARES;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2018;MG;GOVERNADOR VALADARES;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2009;MG;GOVERNADOR VALADARES;1;0;0;3;0;0;3;0;1;0;0;0;0;1;3;0;4;0;0;0
06/2018;MG;GOVERNADOR VALADARES;0;0;0;1;0;2;0;0;3;0;0;0;0;0;3;0;3;0;0;0
07/2009;MG;GOVERNADOR VALADARES;2;0;0;0;0;1;1;0;2;0;0;0;0;0;3;0;0;0;0;3
07/2013;MG;GOVERNADOR VALADARES;0;0;0;0;0;2;1;0;1;0;0;0;0;1;1;0;1;0;1;0
07/2014;MG;GOVERNADOR VALADARES;2;0;0;1;0;0;1;0;2;0;0;0;0;1;2;0;0;0;3;0
07/2018;MG;GOVERNADOR VALADARES;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;GOVERNADOR VALADARES;4;1;0;3;0;0;4;0;4;0;2;1;0;1;4;0;2;0;0;6
08/2013;MG;GOVERNADOR VALADARES;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;1;0;1;0
08/2018;MG;GOVERNADOR VALADARES;0;0;0;1;1;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
09/2009;MG;GOVERNADOR VALADARES;3;0;0;9;0;1;9;0;4;0;2;0;0;5;6;0;2;1;0;10
09/2013;MG;GOVERNADOR VALADARES;0;0;0;2;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0
09/2017;MG;GOVERNADOR VALADARES;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2018;MG;GOVERNADOR VALADARES;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
10/2017;MG;GOVERNADOR VALADARES;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
10/2018;MG;GOVERNADOR VALADARES;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
11/2013;MG;GOVERNADOR VALADARES;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
12/2017;MG;GOVERNADOR VALADARES;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
12/2018;MG;GOVERNADOR VALADARES;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
04/2018;MG;GUANHAES;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
05/2018;MG;GUANHAES;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
08/2009;MG;GUANHAES;3;0;0;5;0;0;5;0;3;1;0;0;0;2;4;1;0;0;0;8
09/2009;MG;GUANHAES;13;2;2;6;1;2;15;0;11;0;2;0;0;9;15;0;0;0;0;26
09/2018;MG;GUANHAES;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
10/2009;MG;GUANHAES;1;0;0;1;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;2
07/2018;MG;GUARANESIA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
08/2009;MG;GUARANESIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2009;MG;GUARARA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
02/2013;MG;GUAXUPE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
04/2010;MG;GUAXUPE;0;0;0;1;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;2
06/2013;MG;GUAXUPE;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2018;MG;GUAXUPE;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
07/2009;MG;GUAXUPE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2010;MG;GUAXUPE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;GUAXUPE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2014;MG;GUAXUPE;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;GUAXUPE;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;0;1;0
08/2009;MG;GUAXUPE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2010;MG;GUAXUPE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
10/2009;MG;GUAXUPE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2013;MG;GUAXUPE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2010;MG;IBERTIOGA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
09/2009;MG;IBERTIOGA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
10/2009;MG;IBERTIOGA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
11/2009;MG;IBERTIOGA;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0
03/2015;MG;IBIA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
09/2009;MG;IBIA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;IBIRACI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
01/2017;MG;IBIRITE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2013;MG;ILICINEA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;INCONFIDENTES;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
08/2018;MG;INHAPIM;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
05/2009;MG;IPATINGA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
05/2018;MG;IPATINGA;0;0;0;2;0;0;1;0;1;0;0;0;0;0;2;0;0;0;2;0
06/2013;MG;IPATINGA;0;0;0;1;0;5;4;0;2;0;0;0;0;1;2;3;4;1;1;0
07/2009;MG;IPATINGA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;IPATINGA;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0
07/2018;MG;IPATINGA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;IPATINGA;3;1;0;1;0;4;4;0;5;0;1;0;0;3;5;0;9;0;0;0
08/2013;MG;IPATINGA;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2017;MG;IPATINGA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
09/2012;MG;IPATINGA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2013;MG;IPATINGA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
11/2011;MG;IPATINGA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;IRAI DE MINAS;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1
05/2014;MG;ITABIRA;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0
05/2018;MG;ITABIRA;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0
06/2017;MG;ITABIRA;0;1;0;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;2;0
07/2013;MG;ITABIRA;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0
07/2014;MG;ITABIRA;1;0;0;0;0;1;2;0;0;1;0;0;0;1;0;0;2;0;0;0
08/2009;MG;ITABIRA;5;2;1;7;0;2;14;0;3;1;3;3;0;7;3;0;0;1;0;16
09/2009;MG;ITABIRA;15;1;1;13;1;1;16;0;16;1;1;0;0;9;17;4;0;0;0;32
10/2009;MG;ITABIRA;1;0;0;2;0;0;3;0;0;0;0;0;0;2;1;0;0;0;0;3
10/2013;MG;ITABIRA;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2014;MG;ITABIRITO;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
05/2013;MG;ITAGUARA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0
06/2014;MG;ITAGUARA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;ITAGUARA;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
10/2009;MG;ITAIPE;0;2;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;2
02/2014;MG;ITAJUBA;2;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;2;0;0;0
02/2018;MG;ITAJUBA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
04/2014;MG;ITAJUBA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
04/2017;MG;ITAJUBA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2018;MG;ITAJUBA;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;1;0;0
06/2009;MG;ITAJUBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2013;MG;ITAJUBA;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;0
06/2017;MG;ITAJUBA;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
06/2018;MG;ITAJUBA;4;1;0;0;0;0;2;0;3;0;0;0;0;1;4;0;5;0;0;0
07/2012;MG;ITAJUBA;3;0;0;0;0;0;1;0;2;0;0;0;0;1;2;0;3;0;0;0
07/2013;MG;ITAJUBA;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
07/2014;MG;ITAJUBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;ITAJUBA;3;0;0;0;0;0;2;0;1;0;0;0;0;2;1;0;3;0;0;0
08/2009;MG;ITAJUBA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2013;MG;ITAJUBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2014;MG;ITAJUBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2015;MG;ITAJUBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2018;MG;ITAJUBA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;ITAJUBA;10;0;0;0;0;0;3;0;7;0;0;0;0;2;7;1;0;0;0;10
09/2012;MG;ITAJUBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2013;MG;ITAJUBA;4;0;0;0;0;0;2;0;2;0;0;0;0;2;2;0;4;0;0;0
10/2009;MG;ITAJUBA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1
10/2013;MG;ITAJUBA;5;0;0;0;0;0;3;0;2;0;0;0;0;3;2;0;5;0;0;0
11/2018;MG;ITAJUBA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
12/2013;MG;ITAJUBA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
12/2018;MG;ITAJUBA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
05/2018;MG;ITAMBACURI;1;0;0;2;0;0;2;0;1;0;0;0;0;1;2;0;0;0;2;1
06/2013;MG;ITAMBACURI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
08/2013;MG;ITAMBACURI;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2013;MG;ITAMBACURI;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2013;MG;ITAMOGI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2013;MG;ITAMONTE;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;ITAMONTE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;ITAPECERICA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
